172.0009,665.002,551.463,504.176,513.065,561.063,727.109,837.15,982.139,1003.04,976.82,981.461,959.949,905.28,845.46,777.503,852.431,842.275,864.074,900.875,898.734,879.712,864.878,829.307,809.078,827.278,814.997,757.328,745.367,744.212,835.965,906.726,870.595,916.673,921.058,886.846,845.13,809.998,856.537,826.824,836.935,841.937,835.891,789.85,778.861,820.961,763.18,792.539,771.051,795.72,718.54,762.497,779.569,792.725,825.926,894.125,870.266,904.288,889.122,893.694,924.922,942.722,907.003,942.672,923.633,881.788,900.035,944.274,941.405,931.327,879.942,876.154,761.87
172.0037,662.194,556.073,504.183,519.454,563.824,728.236,829.642,984,990.278,977.45,970.5,966.419,904.209,813.879,800.446,843.936,846.385,858.833,849.332,885.937,886.714,868.731,821.066,824.798,839.015,802.806,789.263,758.482,728.561,815.597,909.69,879.937,901.436,916.281,895.566,852.379,807.806,869.927,847.817,804.546,818.176,797.764,816.358,772,816.722,782.55,795.5,814.581,773.791,769.121,762.554,736.064,815.615,828.167,863.668,836.063,872.286,848.269,906.934,913.201,933.985,952.194,922.737,918.518,898.439,967.403,905.31,925.063,925.564,874.719,866.434,805.621
172.0065,675.137,560.037,512.16,524.437,571.806,736.209,838.598,986.932,987.179,971.313,961.319,966.188,913.921,830.529,836.029,864.449,865.822,873.192,861.609,837.131,839.823,800.755,792.004,816.651,831.784,802.492,789.869,757.011,787.016,871.983,890.011,932.199,917.644,861.442,858.685,852.464,788.863,860.963,839.84,839.563,832.194,786.791,804.402,759.068,793.821,798.687,778.681,838.812,781.079,826.471,781.971,818.551,836.178,858.808,833.391,819.869,808.177,824.245,838.996,894.349,941.216,944.508,919.131,914.989,902.984,941.017,915.989,960.801,906.356,888.558,849.315,822.536
172.0093,691.638,564.857,517.256,528.77,571.342,754.922,881.468,1005.94,1000.33,999.593,992.738,958.757,909.66,827.462,813.188,873.869,858.547,889.269,862.091,864.075,842.29,798.81,774.715,788.09,815.023,776.605,753.931,741.099,765.204,875.346,918.623,951.13,921.964,941.217,906.978,865.333,745.362,838.143,814.744,849.23,848.658,803.078,802.532,763.055,766.674,815.407,761.262,843.243,805.34,832.538,826.812,842.131,804.453,853.731,859.909,804.925,856.71,805.19,873.285,894.91,940.977,921.395,896.069,873.901,911.796,905.654,897.377,956.87,898.036,896.783,850.022,828.667
172.0121,672.146,552.888,497.8,516.816,599.875,706.922,870.912,949.806,1041.58,1038.2,1016.67,924.969,884.116,824.121,850.005,854.802,838.55,888.296,894.097,883.014,861.117,788.48,815.185,812.318,812.97,795.233,729.205,705.986,714.675,814.375,872.185,882.208,882.54,859.28,865.52,875.349,799.854,889.112,862.2,830.184,790.125,818.078,827.088,798.194,826.424,795.8,826.335,785.031,807.884,786.879,802.995,799.198,835.45,851.704,824.903,867.986,819.883,855.52,842.815,879.682,873.03,909.767,904.795,897.014,869.325,919.625,908.815,888.792,903.46,887.72,846.48,828.651
172.0149,668.54,548.771,488.182,502.701,598.263,711.811,855.295,965.673,1039.91,1022.99,1010.88,947.593,893.118,807.47,862.67,859.746,881.735,861.684,911.645,886.681,862.859,823.255,798.948,809.026,830.578,785.699,758.488,727.045,690.472,800.872,857.35,914.008,856.947,820.267,863.065,870.433,797.46,863.229,858.818,880.299,860.737,859.189,855.705,782.327,798.088,808.012,764.117,812.407,778.882,803.53,824.33,783.254,828.265,853.316,849.355,850.319,856.141,830.745,829.052,903.974,910.422,927.301,854.512,858.955,868.528,939.128,936.65,935.992,925.053,880.733,851.935,823.567
172.0177,681.177,549.987,496.93,531.929,600.917,718.832,865.622,988.243,999.66,1019.85,975.786,971.471,932.905,829.098,840.074,912.861,899.501,897.04,906.537,874.055,858.668,840.453,791.496,807.889,827.728,799.111,743.144,731.932,738.584,842.208,875.914,892.812,916.007,893.606,862.711,799.418,777.823,823.013,803.07,843.071,856.083,868.168,808.378,794.757,875.34,791.154,825.214,818.529,851.095,821.902,816.926,836.139,798.499,828.96,855.463,812.945,870.332,838.547,883.504,894.111,934.272,899.889,937.856,929.068,880.416,897.792,888.086,908.188,910.993,857.394,889.289,795.582
172.0205,686.579,550.561,499.67,525.831,593.974,715.036,871.963,963.712,1020.24,997.535,969.565,970.328,928.826,828.068,847.077,925.883,911.526,905.054,917.523,883.999,866.554,849.267,795.225,806.519,824.247,806.508,734.407,715.052,763.552,823.018,902.559,863.287,910.309,919.732,898.66,853.191,807.421,858.439,820.33,799.169,822.026,798.964,783.037,775.288,835.756,817.465,840.435,857.672,851.174,822.932,836.923,871.116,794.474,815.946,849.477,825.001,865.446,847.733,872.775,893.48,935.753,908.492,945.593,939.948,899.448,913.982,898.441,921.713,910.691,862.268,868.34,806.809
172.0233,675.673,539.235,492.98,509.836,583.733,714.613,861.423,957.118,1002.66,1001.03,959.204,976.173,918.939,835.509,865.904,893.151,896.285,913.351,909.403,870.5,853.711,854.109,793.776,787.798,798.266,794.275,732.924,719.315,772.552,828.738,915.98,876.382,905.047,926.078,920.572,874.624,816.327,875.765,853.02,808.164,791.267,774.387,814.577,790.882,740.337,803.969,813.796,804.827,775.061,808.491,829.096,878.849,853.715,803.649,862.597,813.5,879.289,845.891,858.224,896.202,932.734,921.725,946.076,942.685,916.448,941.262,918.02,931.618,902.953,864.922,871.428,771.376
172.0261,661.092,531.468,488.042,504.747,568.526,674.327,856.106,980.826,995.459,1007.99,987.392,976.678,901.847,820.914,826.901,864.838,862.765,866.726,884.777,853.976,829.392,839.097,827.17,816.694,832.755,774.446,757.859,722.091,777.238,857.399,883.67,903.15,918.933,913.112,899.778,863.016,803.908,871.532,872.958,845.253,792.474,832.673,843.894,815.174,822.541,792.015,794.608,762.322,743.153,725.086,736.099,830.162,787.235,822.274,861.223,820.024,889.608,848.903,855.83,888.306,913.245,928.554,955.141,947.909,935.762,954.601,952.33,972.85,936.067,912.888,841.222,803.984
