172.0009,551.463
172.0037,556.073
172.0065,560.037
172.0093,564.857
172.0121,552.888
172.0149,548.771
172.0177,549.987
172.0205,550.561
172.0233,539.235
172.0261,531.468
172.0289,523.055
172.0317,539.047
172.0345,543.763
172.0373,555.672
172.0401,537.397
172.0429,544.729
172.0457,541.624
172.0485,547.064
172.0513,539.642
172.0541,560.651
172.0569,554.234
172.0597,547.16
172.0625,549.229
172.0653,553.367
172.0681,518.145
172.0709,524.223
172.0737,553.286
172.0765,545.928
172.0793,556.98
172.0821,559.725
172.0849,561.994
172.0877,546.795
172.0905,546.392
172.0933,533.749
172.0961,526.596
172.0989,518.858
172.1017,529.616
172.1045,530.94
172.1073,553.433
172.1101,552.168
172.1129,538.595
172.1157,536.661
172.1185,524.82
172.1213,539.857
172.1241,549.089
172.1269,565.44
172.1297,565.505
172.1325,563.99
172.1353,549.732
172.1381,543.407
172.1409,547.25
172.1437,544.005
172.1465,546.598
172.1493,554.267
172.1521,535.465
172.1549,559.001
172.1577,541.68
172.1605,550.151
172.1633,537.154
172.1661,541.549
172.1689,559.751
172.1717,558.711
172.1745,559.008
172.1773,550.573
172.1801,553.928
172.1829,561.743
172.1857,537.231
172.1885,534.63
172.1913,547.543
172.1941,556.978
172.1969,555.13
172.1997,555.13
172.2025,536.293
172.2053,536.224
172.2081,543.073
172.2109,543.74
172.2137,529.336
172.2165,535.611
172.2193,555.579
172.2221,576.835
172.2249,559.264
172.2277,567.738
172.2305,558.542
172.2333,562.717
172.2361,533.955
172.2389,560.436
172.2417,556.194
172.2445,564.581
172.2473,563.51
172.2501,554.066
172.2529,525.984
172.2557,544.41
172.2585,563.82
172.2613,544.471
172.2641,532.719
172.2669,547.644
172.2697,580.16
172.2725,575.758
172.2753,569.737
172.2781,547.277
172.2809,551.667
172.2837,540.857
172.2865,550.661
172.2893,554.389
172.2921,556.333
172.2949,559.81
172.2977,561.645
172.3005,553.239
172.3033,547.986
172.3061,571.824
172.3089,580.075
172.3117,574.37
172.3145,558.024
172.3173,573.529
172.3201,576.826
172.3229,566.632
172.3257,577.76
172.3285,560.585
172.3313,561.645
172.3341,551.239
172.3369,559.416
172.3397,565.489
172.3425,564.156
172.3453,562.307
172.3481,556.529
172.3509,562.301
172.3537,563.342
172.3565,565.84
172.3593,556.759
172.3621,571.59
172.3649,572.015
172.3677,578.396
172.3705,582.768
172.3733,561.572
172.3761,564.832
172.3789,560.603
172.3817,560,518
172.3845,557.131
172.3873,556.567
172.3901,548.158
172.3929,549.382
172.3957,552.816
172.3985,552.153
172.4013,555.802
172.4041,548.503
172.4069,564.571
172.4097,554.349
172.4125,563.446
172.4153,562.116
172.4181,546.849
172.4209,548.676
172.4237,520.6
172.4265,533.113
172.4293,552.341
172.4321,523.423
172.4349,548.072
172.4377,538.959
172.4405,535.945
172.4433,555.17
172.4461,541.942
172.4489,564.049
172.4517,571.101
172.4545,544.644
172.4573,557.355
172.4601,561.7
172.4629,544.253
172.4657,563.047
172.4685,557.951
172.4713,556.302
172.4741,550.12
172.4769,537.273
172.4797,528.91
172.4825,517.537
172.4853,531.079
172.4881,532.526
172.4909,550.051
172.4937,542.05
172.4965,554.75
172.4993,539.84
172.5021,554.482
172.5049,553.339
172.5077,541.428
172.5105,548.633
172.5133,543.641
172.5161,552.486
172.5189,551.741
172.5217,546.606
172.5245,522.017
172.5273,542.222
172.5301,536.563
172.5329,528.32
172.5357,536.327
172.5385,545.524
172.5413,555.031
172.5441,548.952
172.5469,532.005
172.5497,545.675
172.5525,547.99
172.5553,540.722
172.5581,553.008
172.5609,555.48
172.5637,563.698
172.5665,541.474
172.5693,550.132
172.5721,547.921
172.5749,551.655
172.5777,550.37
172.5805,548.377
172.5833,558.791
172.5861,558.791
172.5889,565.32
172.5917,549.475
172.5945,544.297
172.5973,532.432
172.6001,546.453
172.6029,545.325
172.6057,534.944
172.6085,516.397
172.6113,544.853
172.6141,545.787
172.6169,549.899
172.6197,534.885
172.6225,540.948
172.6253,537.717
172.6281,530.407
172.6309,531.547
172.6337,535.242
172.6365,530.34
172.6393,535.088
172.6421,533.05
172.6449,515.737
172.6477,521.956
172.6505,528.987
172.6533,534.249
172.6561,524.324
172.6589,507.738
172.6617,518.381
172.6645,521.613
172.6673,498.89
172.6701,518.755
172.6729,494.556
172.6757,502.927
172.6785,496.666
172.6813,502.652
172.6841,500.635
172.6869,486.058
172.6897,499.253
172.6925,483.099
172.6953,470.091
172.6981,487.428
172.7009,494.765
172.7037,503.439
172.7065,511.608
172.7093,518.873
172.7121,523.558
172.7149,507.132
172.7177,477.48
172.7205,473.283
172.7233,496.953
172.7261,471.226
172.7289,444.208
172.7317,476.14
172.7345,462.944
172.7373,487.032
172.7401,482.065
172.7429,467.005
172.7457,474.258
172.7485,476.286
172.7513,478.553
172.7541,487.555
172.7569,475.423
172.7597,468.311
172.7625,455.414
172.7653,475.173
172.7681,471.241
172.7709,482.155
172.7737,487.207
172.7765,490.383
172.7793,482.984
172.7821,491.231
172.7849,481.116
172.7877,461.205
172.7905,452.445
172.7933,468.315
172.7961,476.303
172.7989,474.287
172.8017,484.819
172.8045,481.487
172.8073,481.875
172.8101,464.335
172.8129,468.796
172.8157,467.51
172.8185,476.124
172.8213,484.57
172.8241,493.135
172.8269,493.64
172.8297,493.795
172.8325,492.321
172.8353,489.055
172.8381,484.301
172.8409,471.335
172.8437,488.702
172.8465,476.435
172.8493,480.848
172.8521,493.862
172.8549,497.346
172.8577,470.156
172.8605,471.908
172.8633,467.783
172.8661,488.866
172.8689,492.707
172.8717,492.76
172.8745,502.856
172.8773,519.768
172.8801,531.578
172.8829,508.91
172.8857,501.766
172.8885,487.302
172.8913,493.254
172.8941,502.782
172.8969,514.77
172.8997,523.208
172.9025,498.542
172.9053,496.738
172.9081,496.535
172.9109,503.273
172.9137,506.014
172.9165,509.64
172.9193,502.025
172.9221,496.938
172.9249,505.483
172.9277,515.421
172.9305,500.725
172.9333,513.336
172.9361,516.721
172.9389,510.414
172.9417,497.624
172.9445,513.747
172.9473,518.058
172.9501,510.07
172.9529,504.662
172.9557,503.171
172.9585,498.055
172.9613,513.939
172.9641,520.722
172.9669,520.64
172.9697,520.64
172.9725,516.423
172.9753,499.907
172.9781,535.296
172.9809,508.638
172.9837,510.801
172.9865,516.064
172.9893,525.235
172.9921,506.783
172.9949,516.843
172.9977,507.563
173.0005,478.607
173.0033,492.781
173.0061,507.096
173.0089,514.929
173.0117,517.786
173.0145,519.835
173.0173,505.891
173.0201,497.793
173.0229,498.372
173.0257,516.538
173.0285,509.791
173.0313,527.613
173.0341,529.24
173.0369,543.249
173.0397,528.1
173.0425,525.365
173.0453,514.683
173.0481,501.837
173.0509,506.774
173.0537,518.496
173.0565,520.691
173.0593,516.128
173.0621,530.36
173.0649,528.688
173.0677,520.194
173.0705,517.545
173.0733,523.141
173.0761,538.035
173.0789,546.817
173.0817,535.563
173.0845,524.376
173.0873,523.597
173.0901,523.71
173.0929,542.016
173.0957,517.979
173.0985,501.654
173.1013,506.043
173.1041,520.22
173.1069,511.474
173.1097,511.242
173.1125,516.134
173.1153,520.776
173.1181,524.88
173.1209,518.256
173.1237,527.812
173.1265,522.872
173.1293,517.085
173.1321,522.922
173.1349,519.645
173.1377,522.528
173.1405,524.584
173.1433,517.673
173.1461,506.398
173.1489,515.482
173.1517,522.769
173.1545,510.512
173.1573,506.064
173.1601,492.554
173.1629,491.457
173.1657,498.683
173.1685,493.994
173.1713,517.033
173.1741,521.952
173.1769,512.113
173.1797,492.511
173.1825,504.387
173.1853,517.408
173.1881,524.368
173.1909,511.42
173.1937,504.737
173.1965,507.771
173.1993,525.314
173.2021,518.045
173.2049,522.49
173.2077,525.708
173.2105,516.358
173.2133,522.078
173.2161,527.389
173.2189,523.995
173.2217,507.415
173.2245,485.133
173.2273,480.999
173.2301,474.353
173.2329,468.47
173.2357,514.689
173.2385,485.155
173.2413,499.031
173.2441,499.691
173.2469,473.603
173.2497,470.785
173.2525,465.932
173.2553,466.952
173.2581,478.36
173.2609,485.384
173.2637,468.439
173.2665,474.205
173.2693,475.464
173.2721,466.275
173.2749,459.997
173.2777,439.497
173.2805,465.554
173.2833,495.555
173.2861,473.778
173.2889,478.936
173.2917,477.278
173.2945,494.91
173.2973,473.124
173.3001,466.957
173.3029,431.138
173.3057,430.471
173.3085,449.198
173.3113,455.157
173.3141,456.597
173.3169,441.182
173.3197,447.338
173.3225,441.854
173.3253,450.069
173.3281,467.196
173.3309,511.182
173.3337,503.829
173.3365,492.937
173.3393,485.751
173.3421,485.734
173.3449,479.317
173.3477,469.101
173.3505,484.752
173.3533,479.065
173.3561,479.065
173.3589,484.699
173.3617,470.972
173.3645,434.942
173.3673,468.405
173.3701,468.422
173.3729,480.98
173.3757,462.807
173.3785,477.438
173.3813,489.619
173.3841,496.328
173.3869,473.863
173.3897,476.926
173.3925,475.363
173.3953,463.669
173.3981,484.282
173.4009,501.339
173.4037,515.714
173.4065,518.748
173.4093,511.363
173.4121,511.841
173.4149,497.535
173.4177,497.325
173.4205,473.269
173.4233,494.35
173.4261,512.876
173.4289,521.79
173.4317,512.611
173.4345,503.103
173.4373,492.968
173.4401,486.948
173.4429,491.072
173.4457,461.028
173.4485,456.866
173.4513,485.743
173.4541,501.636
173.4569,512.179
173.4597,503.827
173.4625,479.763
173.4653,484.454
173.4681,498.041
173.4709,494.182
