0.64,29
0.64,35
0.64,36
0.64,37
0.64,38
0.64,38
0.65,36
0.65,34
0.65,32
0.65,31
0.65,29
0.65,27
0.65,24
0.65,24
0.65,24
0.65,24
0.66,23
0.66,25
0.66,28
0.66,30
0.66,30
0.66,31
0.66,31
0.66,32
0.66,33
0.66,34
0.67,35
0.67,34
0.67,33
0.67,32
0.67,31
0.67,30
0.67,30
0.67,30
0.67,30
0.67,30
0.68,29
0.68,29
0.68,30
0.68,30
0.68,31
0.68,31
0.68,31
0.68,30
0.68,30
0.68,29
0.69,29
0.69,28
0.69,28
0.69,27
0.69,26
0.69,26
0.69,27
0.69,27
0.69,28
0.69,28
0.70,29
0.70,30
0.70,31
0.70,31
0.70,32
0.70,32
0.70,31
0.70,31
0.70,30
0.70,29
0.71,29
0.71,28
0.71,27
0.71,27
0.71,26
0.71,25
0.71,25
0.71,25
0.71,25
0.71,25
0.72,24
0.72,24
0.72,24
0.72,24
0.72,24
0.72,24
0.72,23
0.72,25
0.72,26
0.72,27
0.73,29
0.73,30
0.73,32
0.73,28
0.73,26
0.73,22
0.73,20
0.73,16
0.73,17
0.73,20
0.74,21
0.74,22
0.74,25
0.74,27
0.74,31
0.74,33
0.74,35
0.74,39
0.74,41
0.74,42
0.75,41
0.75,39
0.75,38
0.75,37
0.75,35
0.75,35
0.75,35
0.75,35
0.75,35
0.75,35
0.76,35
0.76,35
0.76,35
0.76,35
0.76,35
0.76,35
0.76,34
0.76,35
0.76,37
0.76,37
0.77,39
0.77,40
0.77,40
0.77,41
0.77,41
0.77,42
0.77,42
0.77,43
0.77,39
0.77,36
0.78,34
0.78,29
0.78,27
0.78,24
0.78,26
0.78,27
0.78,30
0.78,31
0.78,32
0.78,37
0.79,40
0.79,46
0.79,49
0.79,52
0.79,58
0.79,58
0.79,56
0.79,55
0.79,54
0.79,52
0.80,51
0.80,50
0.80,49
0.80,47
0.80,46
0.80,45
0.80,48
0.80,53
0.80,63
0.80,68
0.81,73
0.81,83
0.81,83
0.81,82
0.81,80
0.81,80
0.81,78
0.81,77
0.81,80
0.81,82
0.82,84
0.82,88
0.82,90
0.82,92
0.82,93
0.82,93
0.82,94
0.82,95
0.82,96
0.82,95
0.83,94
0.83,93
0.83,92
0.83,91
0.83,89
0.83,87
0.83,89
0.83,92
0.83,95
0.83,101
0.84,104
0.84,107
0.84,110
0.84,109
0.84,107
0.84,103
0.84,102
0.84,100
0.84,98
0.84,96
0.85,96
0.85,95
0.85,94
0.85,93
0.85,93
0.85,92
0.85,93
0.85,95
0.85,97
0.85,99
0.86,101
0.86,103
0.86,105
0.86,108
0.86,104
0.86,102
0.86,100
0.86,98
0.86,96
0.86,94
0.87,92
0.87,92
0.87,93
0.87,95
0.87,96
0.87,97
0.87,98
0.87,99
0.87,99
0.87,100
0.88,100
0.88,101
0.88,101
0.88,102
0.88,102
0.88,103
0.88,103
0.88,104
0.88,104
0.88,104
0.89,105
0.89,105
0.89,106
0.89,106
0.89,106
0.89,106
0.89,106
0.89,106
0.89,106
0.89,105
0.90,104
0.90,102
0.90,100
0.90,98
0.90,97
0.90,95
0.90,93
0.90,91
0.90,92
0.90,93
0.91,95
0.91,96
0.91,97
0.91,99
0.91,100
0.91,102
0.91,100
0.91,98
0.91,96
0.91,93
0.92,91
0.92,89
0.92,87
0.92,84
0.92,83
0.92,82
0.92,81
0.92,80
0.92,79
0.92,78
0.93,77
0.93,75
0.93,74
0.93,73
0.93,72
0.93,72
0.93,71
0.93,70
0.93,69
0.93,65
0.94,61
0.94,56
0.94,52
0.94,48
0.94,43
0.94,39
0.94,34
0.94,31
0.94,28
0.94,25
0.95,22
0.95,19
0.95,16
0.95,13
0.95,9
0.95,12
0.95,15
0.95,18
0.95,21
0.95,24
0.96,30
0.96,33
0.96,31
0.96,29
0.96,27
0.96,24
0.96,22
0.96,20
0.96,18
0.96,15
0.97,19
0.97,24
0.97,29
0.97,34
0.97,38
0.97,43
0.97,48
0.97,60
0.97,67
0.97,75
0.98,82
0.98,89
0.98,97
0.98,104
0.98,112
0.98,112
0.98,112
0.98,111
0.98,111
0.98,111
0.99,110
0.99,110
0.99,109
0.99,107
0.99,104
0.99,101
0.99,98
0.99,96
0.99,93
0.99,90
1.00,87
1.00,87
1.00,88
1.00,89
1.00,90
1.00,91
1.00,92
1.00,94
1.00,109
1.00,124
1.01,139
1.01,155
1.01,170
1.01,185
1.01,200
1.01,216
1.01,206
1.01,196
1.01,186
1.01,176
1.02,166
1.02,156
1.02,146
1.02,136
1.02,142
1.02,148
1.02,154
1.02,160
1.02,166
1.02,172
1.03,178
1.03,184
1.03,184
1.03,183
1.03,182
1.03,181
1.03,181
1.03,180
1.03,179
1.03,178
1.04,178
1.04,179
1.04,179
1.04,181
1.04,181
1.04,182
1.04,183
1.04,183
1.04,183
1.04,183
1.05,183
1.05,183
1.05,183
1.05,183
1.05,183
1.05,183
1.05,183
1.05,182
1.05,182
1.05,182
1.06,181
1.06,181
1.06,180
1.06,180
1.06,180
1.06,180
1.06,180
1.06,180
1.06,180
1.06,180
1.07,179
1.07,179
1.07,178
1.07,177
1.07,176
1.07,176
1.07,175
1.07,174
1.07,173
1.07,173
1.08,173
1.08,173
1.08,173
1.08,173
1.08,173
1.08,173
1.08,173
1.08,172
1.08,172
1.08,171
1.09,171
1.09,170
1.09,170
1.09,169
1.09,169
1.09,169
1.09,169
1.09,169
1.09,169
1.09,169
1.10,169
1.10,169
1.10,169
1.10,169
1.10,169
1.10,169
1.10,169
1.10,169
1.10,169
1.10,169
1.11,169
1.11,168
1.11,167
1.11,166
1.11,165
1.11,164
1.11,163
1.11,163
1.11,163
1.11,162
1.12,162
1.12,162
1.12,161
1.12,161
1.12,160
1.12,160
1.12,160
1.12,159
1.12,159
1.12,159
1.13,158
1.13,158
1.13,157
1.13,157
1.13,156
1.13,156
1.13,155
1.13,154
1.13,154
1.13,153
1.14,152
1.14,152
1.14,151
1.14,150
1.14,149
1.14,149
1.14,148
1.14,147
1.14,146
1.14,147
1.15,147
1.15,148
1.15,148
1.15,149
1.15,149
1.15,150
1.15,150
1.15,149
1.15,148
1.15,147
1.16,147
1.16,146
1.16,145
1.16,144
1.16,144
1.16,144
1.16,144
1.16,144
1.16,144
1.16,144
1.17,143
1.17,143
1.17,142
1.17,141
1.17,140
1.17,139
1.17,138
1.17,137
1.17,136
1.17,136
1.18,136
1.18,136
1.18,135
1.18,135
1.18,135
1.18,135
1.18,134
1.18,133
1.18,133
1.18,132
1.19,131
1.19,131
1.19,130
1.19,129
1.19,129
1.19,128
1.19,128
1.19,127
1.19,126
1.19,126
1.20,125
1.20,124
1.20,124
1.20,124
1.20,123
1.20,123
1.20,122
1.20,122
1.20,121
1.20,121
1.21,121
1.21,121
1.21,121
1.21,121
1.21,121
1.21,121
1.21,121
1.21,121
1.21,120
1.21,120
1.22,119
1.22,118
1.22,118
1.22,117
1.22,116
1.22,116
1.22,116
1.22,116
1.22,115
1.22,115
1.23,115
1.23,114
1.23,114
1.23,115
1.23,116
1.23,117
1.23,118
1.23,119
1.23,120
1.23,121
1.24,120
1.24,119
1.24,118
1.24,117
1.24,116
1.24,115
1.24,114
1.24,113
1.24,113
1.24,113
1.25,113
1.25,112
1.25,112
1.25,112
1.25,112
1.25,111
1.25,112
1.25,112
1.25,113
1.25,113
1.26,114
1.26,114
1.26,115
1.26,115
1.26,114
1.26,114
1.26,113
1.26,112
1.26,112
1.26,111
1.27,110
1.27,110
1.27,110
1.27,110
1.27,109
1.27,109
1.27,109
1.27,109
1.27,108
1.27,108
1.28,109
1.28,110
1.28,110
1.28,111
1.28,111
1.28,112
1.28,112
1.28,111
1.28,111
1.28,110
1.29,110
1.29,109
1.29,109
1.29,108
1.29,108
1.29,108
1.29,109
1.29,109
1.29,109
1.29,110
1.30,110
1.30,111
1.30,111
1.30,110
1.30,110
1.30,109
1.30,108
1.30,107
1.30,106
1.30,106
1.31,106
1.31,106
1.31,106
1.31,106
1.31,106
1.31,106
1.31,107
1.31,107
1.31,107
1.31,107
1.32,107
1.32,107
1.32,107
1.32,107
1.32,108
1.32,108
1.32,108
1.32,108
1.32,107
1.32,107
1.33,107
1.33,107
1.33,106
1.33,106
1.33,106
1.33,106
1.33,106
1.33,106
1.33,106
1.33,107
1.34,107
1.34,107
1.34,106
1.34,106
1.34,106
1.34,105
1.34,105
1.34,104
1.34,104
1.34,104
1.35,105
1.35,105
1.35,105
1.35,106
1.35,106
1.35,107
1.35,107
1.35,107
1.35,107
1.35,107
1.36,107
1.36,107
1.36,106
1.36,106
1.36,105
1.36,105
1.36,104
1.36,104
1.36,103
1.36,103
1.37,102
1.37,102
1.37,102
1.37,102
1.37,102
1.37,102
1.37,102
1.37,102
1.37,102
1.37,102
1.38,102
1.38,102
1.38,102
1.38,102
1.38,102
1.38,102
1.38,102
1.38,102
1.38,101
1.38,101
1.39,100
1.39,99
1.39,99
1.39,98
1.39,98
1.39,98
1.39,98
1.39,98
1.39,98
1.39,98
1.40,98
1.40,99
1.40,99
1.40,99
1.40,99
1.40,100
1.40,100
1.40,100
1.40,100
1.40,101
1.41,101
1.41,102
1.41,103
1.41,104
1.41,105
1.41,106
1.41,107
1.41,108
1.41,108
1.41,108
1.42,108
1.42,108
1.42,108
1.42,108
1.42,107
1.42,107
1.42,107
1.42,107
1.42,107
1.42,107
1.43,107
1.43,107
1.43,107
1.43,107
1.43,107
1.43,107
1.43,107
1.43,107
1.43,107
1.43,107
1.44,107
1.44,107
1.44,107
1.44,107
1.44,107
1.44,107
1.44,107
1.44,106
1.44,106
1.44,106
1.45,106
1.45,106
1.45,106
1.45,106
1.45,106
1.45,107
1.45,106
1.45,104
1.45,103
1.45,102
1.46,101
1.46,100
1.46,98
1.46,98
1.46,97
1.46,97
1.46,96
1.46,95
1.46,95
1.46,94
1.47,93
1.47,93
1.47,93
1.47,93
1.47,93
1.47,93
1.47,93
1.47,93
1.47,92
1.47,92
1.48,92
1.48,92
1.48,92
1.48,92
1.48,92
1.48,92
1.48,91
1.48,91
1.48,91
1.48,90
1.49,90
1.49,90
1.49,89
1.49,89
1.49,88
1.49,88
1.49,87
1.49,87
1.49,86
1.49,85
1.50,85
1.50,84
1.50,83
1.50,83
1.50,83
1.50,83
1.50,83
1.50,83
1.50,83
1.50,83
1.51,83
1.51,83
1.51,83
1.51,83
1.51,83
1.51,83
1.51,83
1.51,83
1.51,84
1.51,84
1.52,84
1.52,84
1.52,84
1.52,84
1.52,84
1.52,84
1.52,83
